Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Stress Index,Temp Diff [K],Temp_Diff_x_Wear,Speed_x_Torque,Machine failure,TWF,HDF,PWF,OSF,RNF,is_anomaly
-0.9523894433829583,-0.9473598877173782,0.06818514034143008,0.28219975602413067,-1.6959837443286896,-1.526544123077362,0.4988493226094761,-1.6659927312430132,0.6294432133840252,0,0,0,0,0,0,0
-0.9023934097553371,-0.8799590021118496,-0.7294715051501508,0.6333080199205777,-1.648851700781283,-1.4774007942650573,0.4988493226094761,-1.6173602131747664,0.512456198606482,0,0,0,0,0,0,0
-0.9523894433829583,-1.0147607733229451,-0.22744984015544953,0.9442896250860024,-1.6174303384163455,-1.4391546182779429,0.3989535894637948,-1.5857104791938443,1.376888595287112,0,0,0,0,0,0,0
-0.9023934097553371,-0.9473598877173782,-0.5900210426516227,-0.04884517850680491,-1.5860089760514078,-1.4287174102148543,0.39895358946385157,-1.553597578374176,-0.33000924687598204,0,0,0,0,0,0,0
-0.9023934097553371,-0.8799590021118496,-0.7294715051501508,0.0013131449069732513,-1.5545876136864702,-1.3991748043413665,0.4988493226094761,-1.520095177038273,-0.3578235866021089,0,0,0,0,0,0,0
-0.9523894433829583,-0.9473598877173782,-0.6346451906511517,0.1919147738793301,-1.5231662513215327,-1.3634760147289724,0.4988493226094761,-1.4876734983261084,-0.025474112802268585,0,0,0,0,0,0,0
-0.9523894433829583,-0.9473598877173782,0.10723126984101795,0.24207309729310825,-1.4760342077741262,-1.3165262686282317,0.4988493226094761,-1.4390409802578616,0.5976946407724752,0,0,0,0,0,0,0
-0.9523894433829583,-0.9473598877173782,-0.06568730365715691,0.021376474272484798,-1.4446128454091887,-1.2989776069357168,0.4988493226094761,-1.4066193015456971,0.13914557194717866,0,0,0,0,0,0,0
-0.8523973761276875,-0.8799590021118496,0.7152352863346005,-1.1422966289271685,-1.4131914830442511,-1.3444059972848885,0.3989535894637948,-1.3769766238660044,-1.2058715221389527,0,0,0,0,0,0,0
-0.7524053088724167,-0.677756345295187,1.1280086553302437,-1.2024866170237025,-1.3660594394968446,-1.3185075691419028,0.4988493226094761,-1.3255651047652857,-1.1007166391814125,0,0,0,0,0,0,0
-0.8024013425000663,-0.7451572309007539,1.3567074138278299,-1.6137848690166836,-1.3189273959494383,-1.3236023418913427,0.4988493226094761,-1.276932586697039,-1.7049010021494355,0,0,0,0,0,0,0
-0.7024092752447672,-0.61035545968962,-0.6458012276510339,0.4326747262654651,-1.2403739900370943,-1.0720125570214363,0.4988493226094761,-1.1958783899166276,0.3013713593798085,0,0,0,0,0,0,0
-0.7024092752447672,-0.61035545968962,-1.1143547816460884,1.1148279246928485,-1.1618205841247502,-0.9118456387109218,0.4988493226094761,-1.1148241931362164,0.8295985378117923,0,0,0,0,0,0,0
-0.7024092752447672,-0.5429545740840913,1.133586673830185,-1.0018533233685898,-1.114688540577344,-1.1338220569747095,0.5987450557551006,-1.0604792840567807,-0.7561524024330615,0,0,0,0,0,0,0
-0.7024092752447672,-0.5429545740840913,2.7679460943129346,-2.0451464503751753,-1.0675564970299374,-1.2491620511634165,0.5987450557551006,-1.0113835991497888,-1.970172295805526,0,0,0,0,0,0,0
-0.7024092752447672,-0.5429545740840913,0.017982973841959956,0.8439729782584461,-1.0361351346649998,-0.8073320366147745,0.5987450557551006,-0.9786531425451275,1.4388552159961838,0,0,0,0,0,0,0
